date,store_id,sku,quantity,price,is_promo,is_weekend,is_holiday,temperature
2023-03-20,A매장,SKU_01,16,4.36,0,0,0,3.1
2023-03-21,A매장,SKU_01,31,2.55,0,0,0,7.7
2023-03-22,A매장,SKU_01,13,4.65,0,0,0,9.8
2023-03-23,A매장,SKU_01,43,3.68,1,0,0,5.7
2023-03-24,A매장,SKU_01,35,4.28,0,0,0,10.4
2023-03-25,A매장,SKU_01,29,4.26,0,1,0,8.8
2023-03-26,A매장,SKU_01,32,4.1,0,1,0,10.5
2023-03-27,A매장,SKU_01,23,4.57,0,0,0,13.0
2023-03-28,A매장,SKU_01,20,4.46,0,0,0,11.1
2023-03-29,A매장,SKU_01,21,2.02,0,0,0,13.8
2023-03-30,A매장,SKU_01,35,3.74,0,0,0,13.8
2023-03-31,A매장,SKU_01,31,2.71,0,0,0,10.1
2023-04-01,A매장,SKU_01,30,4.82,0,1,1,14.9
2023-04-02,A매장,SKU_01,40,3.64,0,1,0,15.2
2023-04-03,A매장,SKU_01,28,4.73,0,0,0,14.1
2023-04-04,A매장,SKU_01,25,3.62,0,0,0,19.6
2023-04-05,A매장,SKU_01,40,4.74,1,0,0,15.1
2023-04-06,A매장,SKU_01,47,4.44,1,0,0,17.8
2023-04-07,A매장,SKU_01,25,2.9,0,0,0,18.1
2023-04-08,A매장,SKU_01,29,1.52,0,1,0,17.0
2023-04-09,A매장,SKU_01,31,4.72,0,1,0,17.1
2023-04-10,A매장,SKU_01,20,3.08,0,0,0,19.7
2023-04-11,A매장,SKU_01,26,2.12,0,0,0,15.4
2023-04-12,A매장,SKU_01,52,2.77,1,0,0,25.1
2023-04-13,A매장,SKU_01,23,3.82,0,0,0,21.3
2023-04-14,A매장,SKU_01,32,4.99,0,0,0,27.5
2023-04-15,A매장,SKU_01,39,4.12,0,1,0,23.2
2023-04-16,A매장,SKU_01,37,2.17,0,1,0,23.2
2023-04-17,A매장,SKU_01,38,1.73,0,0,0,23.1
2023-04-18,A매장,SKU_01,21,3.04,0,0,0,26.4
2023-04-19,A매장,SKU_01,25,2.14,0,0,0,21.4
2023-04-20,A매장,SKU_01,37,2.93,0,0,0,26.3
2023-04-21,A매장,SKU_01,25,2.28,0,0,0,26.1
2023-04-22,A매장,SKU_01,42,1.86,0,1,0,23.8
2023-04-23,A매장,SKU_01,38,2.33,0,1,0,24.4
2023-04-24,A매장,SKU_01,36,4.49,0,0,0,24.3
2023-04-25,A매장,SKU_01,29,2.22,0,0,0,26.2
2023-04-26,A매장,SKU_01,25,1.8,0,0,0,25.6
2023-04-27,A매장,SKU_01,35,4.62,0,0,0,23.8
2023-04-28,A매장,SKU_01,32,2.83,0,0,0,21.6
2023-04-29,A매장,SKU_01,46,2.93,0,1,0,20.4
2023-04-30,A매장,SKU_01,42,4.82,0,1,0,23.3
2023-05-01,A매장,SKU_01,31,3.21,0,0,0,24.3
2023-05-02,A매장,SKU_01,21,1.58,0,0,0,24.4
2023-05-03,A매장,SKU_01,29,2.4,0,0,0,23.8
2023-05-04,A매장,SKU_01,40,3.34,1,0,0,21.9
2023-05-05,A매장,SKU_01,24,4.7,0,0,0,23.0
2023-05-06,A매장,SKU_01,42,3.44,0,1,0,24.2
2023-05-07,A매장,SKU_01,44,1.54,0,1,0,22.1
2023-05-08,A매장,SKU_01,21,3.83,0,0,0,17.4
2023-05-09,A매장,SKU_01,25,1.66,0,0,0,21.6
2023-05-10,A매장,SKU_01,20,3.61,0,0,0,18.7
2023-05-11,A매장,SKU_01,32,2.74,0,0,0,17.4
2023-05-12,A매장,SKU_01,29,3.17,0,0,0,19.7
2023-05-13,A매장,SKU_01,37,2.25,0,1,0,16.9
2023-05-14,A매장,SKU_01,34,3.59,0,1,0,19.7
2023-05-15,A매장,SKU_01,35,1.76,0,0,0,16.6
2023-05-16,A매장,SKU_01,24,3.02,0,0,0,17.4
2023-05-17,A매장,SKU_01,18,3.93,0,0,0,16.6
2023-05-18,A매장,SKU_01,29,1.82,0,0,0,14.5
2023-05-19,A매장,SKU_01,29,3.4,0,0,0,14.7
2023-05-20,A매장,SKU_01,38,3.81,0,1,0,15.0
2023-05-21,A매장,SKU_01,37,3.21,0,1,0,13.5
2023-05-22,A매장,SKU_01,29,3.49,0,0,0,9.8
2023-05-23,A매장,SKU_01,43,4.9,1,0,0,11.2
2023-05-24,A매장,SKU_01,22,4.46,0,0,0,12.5
2023-05-25,A매장,SKU_01,22,3.59,0,0,0,9.2
2023-05-26,A매장,SKU_01,21,3.94,0,0,0,12.0
2023-05-27,A매장,SKU_01,36,2.6,0,1,0,11.8
2023-05-28,A매장,SKU_01,37,3.69,0,1,0,8.9
2023-05-29,A매장,SKU_01,28,1.59,0,0,0,8.0
2023-05-30,A매장,SKU_01,44,4.3,1,0,0,6.4
2023-05-31,A매장,SKU_01,29,3.7,0,0,0,6.1
2023-06-01,A매장,SKU_01,21,4.08,0,0,0,5.7
2023-06-02,A매장,SKU_01,17,2.51,0,0,0,4.2
2023-06-03,A매장,SKU_01,33,1.56,0,1,0,5.8
2023-06-04,A매장,SKU_01,32,3.88,0,1,0,7.6
2023-06-05,A매장,SKU_01,38,3.14,1,0,0,3.2
2023-06-06,A매장,SKU_01,39,2.31,1,0,0,5.6
2023-06-07,A매장,SKU_01,18,3.29,0,0,0,3.8
2023-06-08,A매장,SKU_01,27,2.15,0,0,0,3.8
2023-06-09,A매장,SKU_01,20,4.89,0,0,0,7.8
2023-06-10,A매장,SKU_01,34,2.04,0,1,0,3.9
2023-06-11,A매장,SKU_01,42,3.38,0,1,0,8.2
2023-06-12,A매장,SKU_01,19,4.57,0,0,0,4.0
2023-06-13,A매장,SKU_01,24,4.84,0,0,1,5.9
2023-06-14,A매장,SKU_01,18,3.43,0,0,0,5.2
2023-06-15,A매장,SKU_01,31,2.41,0,0,0,5.7
2023-06-16,A매장,SKU_01,23,2.27,0,0,0,5.0
2023-06-17,A매장,SKU_01,32,3.23,0,1,0,11.5
2023-06-18,A매장,SKU_01,42,2.72,0,1,0,8.1
2023-06-19,A매장,SKU_01,29,4.58,0,0,0,8.4
2023-06-20,A매장,SKU_01,27,4.54,0,0,0,9.3
2023-06-21,A매장,SKU_01,27,3.88,0,0,0,10.9
2023-06-22,A매장,SKU_01,24,4.58,0,0,0,8.3
2023-06-23,A매장,SKU_01,22,4.1,0,0,0,9.9
2023-06-24,A매장,SKU_01,34,3.28,0,1,0,10.1
2023-06-25,A매장,SKU_01,46,2.41,0,1,0,11.6
2023-06-26,A매장,SKU_01,33,1.87,0,0,1,11.5
2023-06-27,A매장,SKU_01,41,2.7,1,0,1,12.8
2023-06-28,A매장,SKU_01,26,4.78,0,0,0,11.4
2023-06-29,A매장,SKU_01,22,3.98,0,0,0,13.2
2023-06-30,A매장,SKU_01,27,3.67,0,0,0,12.5
2023-07-01,A매장,SKU_01,37,1.59,0,1,0,17.4
2023-07-02,A매장,SKU_01,24,3.06,0,1,0,12.1
2023-07-03,A매장,SKU_01,30,4.28,0,0,0,13.6
2023-07-04,A매장,SKU_01,30,3.88,0,0,0,13.8
2023-07-05,A매장,SKU_01,42,2.03,1,0,1,18.4
2023-07-06,A매장,SKU_01,23,3.73,0,0,0,14.7
2023-07-07,A매장,SKU_01,44,2.93,1,0,0,17.9
2023-07-08,A매장,SKU_01,43,1.61,0,1,0,16.5
2023-07-09,A매장,SKU_01,40,3.16,0,1,0,20.3
2023-07-10,A매장,SKU_01,36,4.46,0,0,0,21.5
2023-07-11,A매장,SKU_01,33,1.61,0,0,0,21.2
2023-07-12,A매장,SKU_01,37,3.19,0,0,0,20.0
2023-07-13,A매장,SKU_01,26,3.22,0,0,0,22.1
2023-07-14,A매장,SKU_01,20,4.29,0,0,0,21.5
2023-07-15,A매장,SKU_01,27,1.75,0,1,0,21.9
2023-07-16,A매장,SKU_01,42,2.52,0,1,0,24.8
2023-07-17,A매장,SKU_01,29,1.64,0,0,0,21.7
2023-07-18,A매장,SKU_01,24,4.95,0,0,0,23.9
2023-07-19,A매장,SKU_01,30,3.96,0,0,1,23.8
2023-07-20,A매장,SKU_01,27,3.31,0,0,0,24.0
2023-07-21,A매장,SKU_01,28,1.78,0,0,0,22.7
2023-07-22,A매장,SKU_01,43,3.91,0,1,0,23.7
2023-07-23,A매장,SKU_01,47,1.87,0,1,0,27.7
2023-07-24,A매장,SKU_01,28,4.78,0,0,0,25.1
2023-07-25,A매장,SKU_01,34,4.55,0,0,0,26.8
2023-07-26,A매장,SKU_01,33,4.35,0,0,0,27.6
2023-07-27,A매장,SKU_01,33,3.75,0,0,0,28.4
2023-07-28,A매장,SKU_01,28,1.71,0,0,0,23.4
2023-07-29,A매장,SKU_01,38,2.27,0,1,0,25.6
2023-07-30,A매장,SKU_01,44,3.24,0,1,1,27.8
2023-07-31,A매장,SKU_01,31,4.99,0,0,0,24.2
2023-08-01,A매장,SKU_01,22,3.88,0,0,0,23.3
2023-08-02,A매장,SKU_01,37,4.05,0,0,0,22.5
2023-08-03,A매장,SKU_01,35,2.8,0,0,0,23.5
2023-08-04,A매장,SKU_01,30,4.04,0,0,0,24.8
2023-08-05,A매장,SKU_01,47,2.98,1,1,0,23.4
2023-08-06,A매장,SKU_01,62,2.24,1,1,0,24.6
2023-08-07,A매장,SKU_01,30,1.96,0,0,0,22.1
2023-08-08,A매장,SKU_01,34,2.33,0,0,0,20.5
2023-08-09,A매장,SKU_01,15,4.55,0,0,0,21.5
2023-08-10,A매장,SKU_01,21,3.58,0,0,0,18.6
2023-08-11,A매장,SKU_01,47,2.4,1,0,0,16.1
2023-08-12,A매장,SKU_01,39,1.96,0,1,0,18.0
2023-08-13,A매장,SKU_01,31,1.76,0,1,0,17.5
2023-08-14,A매장,SKU_01,24,4.4,0,0,1,13.6
2023-08-15,A매장,SKU_01,24,3.97,0,0,0,15.3
2023-08-16,A매장,SKU_01,36,4.08,0,0,0,14.7
2023-08-17,A매장,SKU_01,27,4.32,0,0,0,16.7
2023-08-18,A매장,SKU_01,26,1.89,0,0,0,13.8
2023-08-19,A매장,SKU_01,36,4.78,0,1,0,14.7
2023-08-20,A매장,SKU_01,38,3.28,0,1,0,14.4
2023-08-21,A매장,SKU_01,25,3.3,0,0,0,16.1
2023-08-22,A매장,SKU_01,21,1.6,0,0,0,13.5
2023-08-23,A매장,SKU_01,34,3.86,0,0,0,9.4
2023-08-24,A매장,SKU_01,27,2.12,0,0,0,11.8
2023-08-25,A매장,SKU_01,41,3.89,1,0,0,14.3
2023-08-26,A매장,SKU_01,41,3.5,0,1,0,11.1
2023-08-27,A매장,SKU_01,29,3.81,0,1,0,11.6
2023-08-28,A매장,SKU_01,25,3.8,0,0,0,7.7
2023-08-29,A매장,SKU_01,26,4.24,0,0,0,10.6
2023-08-30,A매장,SKU_01,18,2.91,0,0,0,9.4
2023-08-31,A매장,SKU_01,29,4.17,0,0,0,6.0
2023-09-01,A매장,SKU_01,22,1.92,0,0,0,5.9
2023-09-02,A매장,SKU_01,30,2.78,0,1,0,9.1
2023-09-03,A매장,SKU_01,24,3.07,0,1,0,4.4
2023-09-04,A매장,SKU_01,28,1.76,0,0,0,8.7
2023-09-05,A매장,SKU_01,21,3.12,0,0,1,7.2
2023-09-06,A매장,SKU_01,12,3.18,0,0,0,2.3
2023-09-07,A매장,SKU_01,26,3.37,0,0,0,7.8
2023-09-08,A매장,SKU_01,23,4.01,0,0,1,6.5
2023-09-09,A매장,SKU_01,30,4.74,0,1,0,3.5
2023-09-10,A매장,SKU_01,25,2.4,0,1,0,3.1
2023-09-11,A매장,SKU_01,15,3.39,0,0,0,7.0
2023-09-12,A매장,SKU_01,20,2.45,0,0,0,3.4
2023-09-13,A매장,SKU_01,15,3.88,0,0,0,5.7
2023-09-14,A매장,SKU_01,22,1.87,0,0,0,2.6
2023-09-15,A매장,SKU_01,44,3.19,1,0,0,6.5
2023-09-16,A매장,SKU_01,35,3.72,0,1,0,6.6
2023-09-17,A매장,SKU_01,29,4.59,0,1,0,5.4
2023-09-18,A매장,SKU_01,18,2.94,0,0,0,4.7
2023-09-19,A매장,SKU_01,29,2.46,0,0,1,7.0
2023-09-20,A매장,SKU_01,33,1.83,0,0,0,6.4
2023-09-21,A매장,SKU_01,26,2.09,0,0,0,9.9
2023-09-22,A매장,SKU_01,23,1.84,0,0,0,9.3
2023-09-23,A매장,SKU_01,26,3.41,0,1,0,8.6
2023-09-24,A매장,SKU_01,41,3.24,0,1,0,8.7
2023-09-25,A매장,SKU_01,33,4.01,0,0,0,12.1
2023-09-26,A매장,SKU_01,19,1.78,0,0,0,10.5
2023-09-27,A매장,SKU_01,21,2.74,0,0,0,12.3
2023-09-28,A매장,SKU_01,18,4.3,0,0,0,13.4
2023-09-29,A매장,SKU_01,26,3.78,0,0,0,9.6
2023-09-30,A매장,SKU_01,39,3.84,0,1,0,17.7
2023-10-01,A매장,SKU_01,36,1.71,0,1,0,16.1
2023-10-02,A매장,SKU_01,19,3.92,0,0,0,16.0
2023-10-03,A매장,SKU_01,32,3.08,0,0,0,14.9
2023-10-04,A매장,SKU_01,24,4.28,0,0,0,14.9
2023-10-05,A매장,SKU_01,44,4.74,1,0,0,20.2
2023-10-06,A매장,SKU_01,25,3.68,0,0,0,18.8
2023-10-07,A매장,SKU_01,43,4.39,0,1,0,20.4
2023-10-08,A매장,SKU_01,30,2.56,0,1,0,18.1
2023-10-09,A매장,SKU_01,29,4.78,0,0,0,16.6
2023-10-10,A매장,SKU_01,41,3.07,0,0,0,21.6
2023-10-11,A매장,SKU_01,44,3.24,1,0,0,21.5
2023-10-12,A매장,SKU_01,31,4.57,0,0,0,22.4
2023-10-13,A매장,SKU_01,25,2.57,0,0,0,22.0
2023-10-14,A매장,SKU_01,39,3.93,0,1,0,22.9
2023-10-15,A매장,SKU_01,44,4.38,0,1,0,23.2
2023-10-16,A매장,SKU_01,23,4.18,0,0,0,23.6
2023-10-17,A매장,SKU_01,28,2.01,0,0,0,22.7
2023-10-18,A매장,SKU_01,33,1.97,0,0,0,24.3
2023-10-19,A매장,SKU_01,35,3.01,1,0,0,24.6
2023-10-20,A매장,SKU_01,32,1.87,0,0,0,22.2
2023-10-21,A매장,SKU_01,47,3.78,0,1,0,24.4
2023-10-22,A매장,SKU_01,39,4.98,0,1,0,25.2
2023-10-23,A매장,SKU_01,43,2.34,1,0,0,23.8
2023-10-24,A매장,SKU_01,31,1.72,0,0,0,25.3
2023-10-25,A매장,SKU_01,24,3.65,0,0,0,26.9
2023-10-26,A매장,SKU_01,28,2.99,0,0,0,22.1
2023-10-27,A매장,SKU_01,35,2.95,0,0,0,25.8
2023-10-28,A매장,SKU_01,27,1.54,0,1,0,23.4
2023-10-29,A매장,SKU_01,42,2.41,0,1,0,23.3
2023-10-30,A매장,SKU_01,33,2.25,0,0,0,24.1
2023-10-31,A매장,SKU_01,30,3.42,0,0,0,26.2
2023-11-01,A매장,SKU_01,25,3.21,0,0,0,22.5
2023-11-02,A매장,SKU_01,20,3.17,0,0,0,20.3
2023-11-03,A매장,SKU_01,34,4.25,0,0,0,21.3
2023-11-04,A매장,SKU_01,38,3.03,0,1,0,23.5
2023-11-05,A매장,SKU_01,38,4.66,0,1,0,25.9
2023-11-06,A매장,SKU_01,38,4.63,0,0,0,23.7
2023-11-07,A매장,SKU_01,26,3.31,0,0,0,21.5
2023-11-08,A매장,SKU_01,29,3.88,0,0,0,19.2
2023-11-09,A매장,SKU_01,21,1.54,0,0,1,16.6
2023-11-10,A매장,SKU_01,29,4.21,0,0,0,16.6
2023-11-11,A매장,SKU_01,42,1.84,0,1,0,20.4
2023-11-12,A매장,SKU_01,34,1.57,0,1,0,19.4
2023-11-13,A매장,SKU_01,25,2.84,0,0,1,16.1
2023-11-14,A매장,SKU_01,37,4.21,0,0,0,16.9
2023-11-15,A매장,SKU_01,31,4.89,0,0,0,14.1
2023-11-16,A매장,SKU_01,45,3.61,1,0,0,17.7
2023-11-17,A매장,SKU_01,22,3.8,0,0,0,13.2
2023-11-18,A매장,SKU_01,40,2.29,1,1,0,11.2
2023-11-19,A매장,SKU_01,34,3.65,0,1,0,12.2
2023-11-20,A매장,SKU_01,23,3.76,0,0,0,13.7
2023-11-21,A매장,SKU_01,25,4.46,0,0,0,11.0
2023-11-22,A매장,SKU_01,29,3.11,0,0,0,11.6
2023-11-23,A매장,SKU_01,18,3.8,0,0,0,10.4
2023-11-24,A매장,SKU_01,36,4.78,1,0,0,10.3
2023-11-25,A매장,SKU_01,35,2.25,0,1,0,11.4
2023-11-26,A매장,SKU_01,46,3.4,0,1,0,8.9
2023-11-27,A매장,SKU_01,26,3.48,0,0,0,9.4
2023-11-28,A매장,SKU_01,17,4.16,0,0,0,7.1
2023-11-29,A매장,SKU_01,18,2.36,0,0,0,6.6
2023-11-30,A매장,SKU_01,26,2.21,0,0,0,9.9
2023-12-01,A매장,SKU_01,20,2.16,0,0,0,8.6
2023-12-02,A매장,SKU_01,34,1.52,0,1,0,4.3
2023-12-03,A매장,SKU_01,44,2.79,1,1,0,3.9
2023-12-04,A매장,SKU_01,21,4.57,0,0,0,8.9
2023-12-05,A매장,SKU_01,11,3.58,0,0,0,2.4
2023-12-06,A매장,SKU_01,26,1.51,0,0,0,2.1
2023-12-07,A매장,SKU_01,34,1.83,0,0,0,3.9
2023-12-08,A매장,SKU_01,33,1.73,0,0,0,8.1
2023-12-09,A매장,SKU_01,36,3.61,0,1,0,7.1
2023-12-10,A매장,SKU_01,31,4.39,0,1,0,3.4
2023-12-11,A매장,SKU_01,27,2.67,0,0,0,6.6
2023-12-12,A매장,SKU_01,20,3.31,0,0,0,3.0
2023-12-13,A매장,SKU_01,21,3.02,0,0,0,5.4
2023-12-14,A매장,SKU_01,30,4.07,0,0,0,3.7
2023-12-15,A매장,SKU_01,17,4.25,0,0,0,5.6
2023-12-16,A매장,SKU_01,42,2.84,0,1,0,10.2
2023-12-17,A매장,SKU_01,24,2.77,0,1,0,7.1
2023-12-18,A매장,SKU_01,14,4.79,0,0,0,6.2
2023-12-19,A매장,SKU_01,20,4.45,0,0,0,8.7
2023-12-20,A매장,SKU_01,32,3.19,0,0,0,8.1
2023-12-21,A매장,SKU_01,25,4.05,0,0,1,7.4
2023-12-22,A매장,SKU_01,30,1.97,0,0,0,10.7
2023-12-23,A매장,SKU_01,48,1.74,1,1,0,9.6
2023-12-24,A매장,SKU_01,36,2.36,0,1,0,9.9
2023-12-25,A매장,SKU_01,25,4.16,0,0,0,14.0
2023-12-26,A매장,SKU_01,26,3.21,0,0,0,6.8
2023-12-27,A매장,SKU_01,28,4.65,0,0,0,12.4
2023-12-28,A매장,SKU_01,36,1.68,1,0,1,9.8
2023-12-29,A매장,SKU_01,20,4.93,0,0,0,15.2
2023-12-30,A매장,SKU_01,36,3.48,0,1,0,15.2
2023-12-31,A매장,SKU_01,32,2.72,0,1,0,13.5
2024-01-01,A매장,SKU_01,26,3.46,0,0,0,13.7
2024-01-02,A매장,SKU_01,24,4.03,0,0,0,16.7
2024-01-03,A매장,SKU_01,11,1.79,0,0,0,14.9
2024-01-04,A매장,SKU_01,32,4.81,0,0,1,18.6
2024-01-05,A매장,SKU_01,38,2.94,0,0,0,19.6
2024-01-06,A매장,SKU_01,44,3.29,0,1,0,18.7
2024-01-07,A매장,SKU_01,33,4.25,0,1,0,18.4
2024-01-08,A매장,SKU_01,36,2.66,0,0,0,20.5
2024-01-09,A매장,SKU_01,20,4.57,0,0,0,20.2
2024-01-10,A매장,SKU_01,45,4.2,1,0,0,23.1
2024-01-11,A매장,SKU_01,25,3.24,0,0,0,22.5
2024-01-12,A매장,SKU_01,22,2.83,0,0,0,22.6
2024-01-13,A매장,SKU_01,46,4.27,0,1,0,26.6
2024-01-14,A매장,SKU_01,44,2.89,0,1,0,23.4
2024-01-15,A매장,SKU_01,34,3.94,0,0,0,22.3
2024-01-16,A매장,SKU_01,28,4.67,0,0,0,23.3
2024-01-17,A매장,SKU_01,31,4.63,0,0,0,22.3
2024-01-18,A매장,SKU_01,37,3.65,0,0,0,24.5
2024-01-19,A매장,SKU_01,46,2.96,1,0,0,22.5
2024-01-20,A매장,SKU_01,55,3.0,0,1,0,27.2
2024-01-21,A매장,SKU_01,39,4.62,0,1,0,25.3
2024-01-22,A매장,SKU_01,38,4.5,0,0,0,25.3
2024-01-23,A매장,SKU_01,31,2.6,0,0,0,27.6
2024-01-24,A매장,SKU_01,32,2.75,0,0,1,27.6
2024-01-25,A매장,SKU_01,34,2.11,0,0,0,26.6
2024-01-26,A매장,SKU_01,25,2.34,0,0,0,24.0
2024-01-27,A매장,SKU_01,50,4.12,0,1,0,27.0
2024-01-28,A매장,SKU_01,41,4.45,0,1,0,25.2
2024-01-29,A매장,SKU_01,35,1.94,0,0,0,21.7
2024-01-30,A매장,SKU_01,29,1.74,0,0,0,24.3
2024-01-31,A매장,SKU_01,24,4.43,0,0,0,25.2
2024-02-01,A매장,SKU_01,26,3.29,0,0,0,21.0
2024-02-02,A매장,SKU_01,31,2.56,0,0,0,23.6
2024-02-03,A매장,SKU_01,46,4.18,0,1,0,23.4
2024-02-04,A매장,SKU_01,48,4.68,0,1,0,23.0
2024-02-05,A매장,SKU_01,29,3.06,0,0,0,23.3
2024-02-06,A매장,SKU_01,28,2.83,0,0,0,19.5
2024-02-07,A매장,SKU_01,27,4.71,0,0,0,21.4
2024-02-08,A매장,SKU_01,31,4.69,0,0,0,20.8
2024-02-09,A매장,SKU_01,31,4.87,0,0,0,16.8
2024-02-10,A매장,SKU_01,46,2.49,0,1,0,18.8
2024-02-11,A매장,SKU_01,35,2.35,0,1,0,17.4
2024-02-12,A매장,SKU_01,21,3.59,0,0,0,14.6
2024-02-13,A매장,SKU_01,36,1.67,0,0,0,17.9
2024-02-14,A매장,SKU_01,25,2.15,0,0,0,15.1
2024-02-15,A매장,SKU_01,32,1.62,0,0,0,14.8
2024-02-16,A매장,SKU_01,26,4.41,0,0,0,12.1
2024-02-17,A매장,SKU_01,39,4.68,0,1,0,15.2
2024-02-18,A매장,SKU_01,36,3.5,0,1,0,7.2
2024-02-19,A매장,SKU_01,32,3.02,0,0,0,13.0
2024-02-20,A매장,SKU_01,33,3.05,0,0,0,14.5
2024-02-21,A매장,SKU_01,16,3.96,0,0,0,10.8
2024-02-22,A매장,SKU_01,25,2.85,0,0,0,14.4
2024-02-23,A매장,SKU_01,47,3.6,1,0,0,9.5
2024-02-24,A매장,SKU_01,26,1.75,0,1,0,7.4
2024-02-25,A매장,SKU_01,30,1.66,0,1,0,7.5
2024-02-26,A매장,SKU_01,37,2.66,1,0,0,5.1
